,id,Адрес,Название достопримечательности,Общая оценка,Кол-во отзывов,Тип достопримечательности,Достопримечательность,adress_for_scrap,Широта,Долгота
393,393,Посетить веб-сайт,Şair Erdoğan Ertürk Parkı,,,Парки,84. Şair Erdoğan Ertürk Parkı,"Şair Erdoğan Ertürk Parkı, Istanbul, Turkiye",41.041507499999994,28.903636236201685
394,394,Посетить веб-сайт,Nasrettin Hoca Parkında,,,Парки,85. Nasrettin Hoca Parkında,"Nasrettin Hoca Parkında, Istanbul, Turkiye",,
395,395,"Emirgan Sk, Стамбул 34467 Турция",Emirgan Park,,,Парки,86. Emirgan Park,"Emirgan Park, Istanbul, Turkiye",41.1090119,29.052517159600995
396,396,Посетить веб-сайт,Happy Moons Marmara Park,,,Парки,87. Happy Moons Marmara Park,"Happy Moons Marmara Park, Istanbul, Turkiye",,
397,397,"Çamlıca Kebap, Mehmet Akif Ersoy Caddesi 104, Стамбул 34676 Турция",Aziziye Parkı,,,Парки,88. Aziziye Parkı,"Aziziye Parkı, Istanbul, Turkiye",41.0971227,28.973221373542273
398,398,Посетить веб-сайт,Kocadere Sokak Parkı,,,Парки,89. Kocadere Sokak Parkı,"Kocadere Sokak Parkı, Istanbul, Turkiye",,
399,399,"Şehit Metin Kaya Sok. No 11/1, Стамбул 34065 Турция",Vialand,4.5,1488 отзывов,Парки развлечений и тематические парки,1. Vialand,"Vialand, Istanbul, Turkiye",41.071326549999995,28.923548705890287
400,400,"Balıkçılar Sokak U Blok 20 D:226 Viaport Marina, Стамбул 34940 Турция",Viasea Akvaryum,3.5,75 отзывов,Парки развлечений и тематические парки,2. Viasea Akvaryum,"Viasea Akvaryum, Istanbul, Turkiye",,
401,401,"İstiklal Cd. No:180 D:4B Narmanlı Han, Стамбул 34430 Турция",Museum Of Illusions Istanbul,4.0,52 отзыва,Специализированные музеи,3. Museum Of Illusions Istanbul,"Museum Of Illusions Istanbul, Istanbul, Turkiye",,
402,402,"Balıkçılar Sk. No: 20, Стамбул 34940 Турция",ViaSea Tema Park,4.5,6 отзывов,Парки развлечений и тематические парки,4. ViaSea Tema Park,"ViaSea Tema Park, Istanbul, Turkiye",40.815136499999994,29.3142232
403,403,"Süleyman Demirel Blv. No 7 Ziya Gökalp Mah., Mall of İstanbul, Стамбул 34306 Турция",Moipark,3.5,41 отзыв,Парки развлечений и тематические парки,5. Moipark,"Moipark, Istanbul, Turkiye",,
404,404,Подробнее,Babalu Park,3.5,28 отзывов,Парки развлечений и тематические парки,6. Babalu Park,"Babalu Park, Istanbul, Turkiye",,
405,405,"Mehmet Sevki Pasa Cad. Bostanci, Kadikoy, Стамбул 34744 Турция",Bostanci Lunaparki,3.5,52 отзыва,Парки развлечений и тематические парки,7. Bostanci Lunaparki,"Bostanci Lunaparki, Istanbul, Turkiye",40.95647865,29.101312918432683
406,406,Позвонить,Kiddyland,4.0,1 отзыв,Парки развлечений и тематические парки,8. Kiddyland,"Kiddyland, Istanbul, Turkiye",,
407,407,Подробнее,Atlantis Eglence Merkezi,4.0,4 отзыва,Парки развлечений и тематические парки,9. Atlantis Eglence Merkezi,"Atlantis Eglence Merkezi, Istanbul, Turkiye",,
408,408,Позвонить,Play Land,,,Парки развлечений и тематические парки,10. Play Land,"Play Land, Istanbul, Turkiye",,
409,409,Позвонить,Wattabe,3.0,1 отзыв,Парки развлечений и тематические парки,11. Wattabe,"Wattabe, Istanbul, Turkiye",,
410,410,Позвонить,Asoft,,,Парки развлечений и тематические парки,12. Asoft,"Asoft, Istanbul, Turkiye",,
411,411,"Ayazaga, 208. Sk Turkcell Platinum Park, Стамбул 34398 Турция",Lights & Dreams,,Вторник,Парки развлечений и тематические парки,13. Lights & Dreams,"Lights & Dreams, Istanbul, Turkiye",55.7418471,37.6526794
412,412,Посетить веб-сайт,Hayrola Lunapark,,Понедельник,Парки развлечений и тематические парки,14. Hayrola Lunapark,"Hayrola Lunapark, Istanbul, Turkiye",,
413,413,"Kuşakçı Sokak, Стамбул 34664 Турция",Orkide Parkı,,,Парки развлечений и тематические парки,15. Orkide Parkı,"Orkide Parkı, Istanbul, Turkiye",41.025880799999996,29.027815619545407
414,414,Посетить веб-сайт,Istanbul Akvaryum,4.5,1247 отзывов,Океанариумы,1. Istanbul Akvaryum,"Istanbul Akvaryum, Istanbul, Turkiye",40.964185099999995,28.800031457908958
415,415,"Kocatepe Mah. Pasa Cad No: 5/5, Стамбул 34045 Турция",Аквариум TurkuaZoo,4.0,622 отзыва,Океанариумы,2. Аквариум TurkuaZoo,"Аквариум TurkuaZoo, Istanbul, Turkiye",,
416,416,"Balıkçılar Sokak U Blok 20 D:226 Viaport Marina, Стамбул 34940 Турция",Viasea Akvaryum,3.5,75 отзывов,Парки развлечений и тематические парки,3. Viasea Akvaryum,"Viasea Akvaryum, Istanbul, Turkiye",,
417,417,"Unalan Mahallesi, Libadiye Cad. No:82, Стамбул 34700 Турция",Emaar Akvaryum & Sualti Hayvanat Bahcesi,3.5,69 отзывов,Океанариумы,4. Emaar Akvaryum & Sualti Hayvanat Bahcesi,"Emaar Akvaryum & Sualti Hayvanat Bahcesi, Istanbul, Turkiye",,
418,418,Позвонить,Bigev,,,Национальные парки,5. Bigev,"Bigev, Istanbul, Turkiye",,
419,419,Подробнее,Район Султанахмет,4.5,16821 отзыв,Районы,1. Район Султанахмет,"Район Султанахмет, Istanbul, Turkiye",,
420,420,Подробнее,Ortakoy,4.5,1872 отзыва,Районы,2. Ortakoy,"Ortakoy, Istanbul, Turkiye",41.0546272,29.0281901
421,421,Подробнее,Балат,4.5,527 отзывов,Районы,3. Балат,"Балат, Istanbul, Turkiye",41.0339023,28.945703632889824
422,422,"Gümüşsuyu Mh., Стамбул 34435 Турция",Площадь Таксим,3.5,2866 отзывов,Районы,4. Площадь Таксим,"Площадь Таксим, Istanbul, Turkiye",41.03795465,28.985203632078886
423,423,Подробнее,Besiktas,4.5,353 отзыва,Районы,5. Besiktas,"Besiktas, Istanbul, Turkiye",41.0428465,29.0075283
424,424,,Багдадский проспек,4.0,398 отзывов,Районы,6. Багдадский проспек,"Багдадский проспек, Istanbul, Turkiye",,
425,425,Посетить веб-сайт,Eyüp,4.5,218 отзывов,Районы,7. Eyüp,"Eyüp, Istanbul, Turkiye",41.0478358,28.9327383
426,426,,Fenerbahçe,4.5,121 отзыв,Районы,8. Fenerbahçe,"Fenerbahçe, Istanbul, Turkiye",40.9695548,29.0375465
427,427,,Kadıköy,4.0,31 отзыв,Районы,9. Kadıköy,"Kadıköy, Istanbul, Turkiye",40.9912955,29.0245631
428,428,Подробнее,Beyazit,4.0,96 отзывов,Районы,10. Beyazit,"Beyazit, Istanbul, Turkiye",41.009722,28.9665055
429,429,Подробнее,Levent,4.0,61 отзыв,Районы,11. Levent,"Levent, Istanbul, Turkiye",41.0815723,29.0169502
430,430,"Kemankeş Karamustafa Paşa Beyoğlu, Стамбул 34425 Турция",Fransiz Sokagi,4.0,88 отзывов,Районы,12. Fransiz Sokagi,"Fransiz Sokagi, Istanbul, Turkiye",41.04819853297529,28.98649397608983
431,431,,Galipdede Caddesi,4.5,45 отзывов,Районы,13. Galipdede Caddesi,"Galipdede Caddesi, Istanbul, Turkiye",,
432,432,,Kucuk Pazar,4.5,9 отзывов,Районы,14. Kucuk Pazar,"Kucuk Pazar, Istanbul, Turkiye",41.01970136855636,28.96336569117413
433,433,"Bebek Arnavutköy Cd, Стамбул 34345 Турция",Arnavutköy,5.0,1 отзыв,Районы,15. Arnavutköy,"Arnavutköy, Istanbul, Turkiye",41.184471,28.7412446
434,434,Подробнее,Akbiyik Street,3.5,61 отзыв,Районы,16. Akbiyik Street,"Akbiyik Street, Istanbul, Turkiye",,
435,435,"Zeynep Kamil Mahallesi, Стамбул 34672 Турция",Karacaahmet Mezarlıgı,4.0,6 отзывов,Районы,17. Karacaahmet Mezarlıgı,"Karacaahmet Mezarlıgı, Istanbul, Turkiye",41.00980815,29.02809747794014
436,436,,Ataköy,4.0,1 отзыв,Районы,18. Ataköy,"Ataköy, Istanbul, Turkiye",40.9802282,28.8562265
437,437,"Beyoglu Sahkulu Mahallesi, Стамбул 34420 Турция",Sahkulu Camii,4.0,2 отзыва,Районы,19. Sahkulu Camii,"Sahkulu Camii, Istanbul, Turkiye",41.0271855,28.9744716
438,438,,Beylerbeyi,4.0,1 отзыв,Районы,20. Beylerbeyi,"Beylerbeyi, Istanbul, Turkiye",41.0417926,29.0465456
439,439,,Ataköy Semti,5.0,1 отзыв,Районы,21. Ataköy Semti,"Ataköy Semti, Istanbul, Turkiye",,
440,440,,Okmeydani,,,Районы,22. Okmeydani,"Okmeydani, Istanbul, Turkiye",41.0623809,28.9699157
441,441,,Taxim Square,,,Районы,23. Taxim Square,"Taxim Square, Istanbul, Turkiye",,
442,442,Подробнее,Istiklal Caddesi,4.0,6001 отзыв,Культурные объекты и достопримечательности,1. Istiklal Caddesi,"Istiklal Caddesi, Istanbul, Turkiye",41.033864830590616,28.978176098055442
443,443,Подробнее,Площадь Султанахмет,4.5,3518 отзывов,Культурные объекты и достопримечательности,2. Площадь Султанахмет,"Площадь Султанахмет, Istanbul, Turkiye",41.0065157,28.975977312001497
444,444,"Imrahor Caddesi Sutluce, Стамбул 34445 Турция",Miniaturk,4.5,1748 отзывов,Культурные объекты и достопримечательности,3. Miniaturk,"Miniaturk, Istanbul, Turkiye",41.05996605,28.948769744338
445,445,Подробнее,Camlica Hill,4.5,602 отзыва,Культурные объекты и достопримечательности,4. Camlica Hill,"Camlica Hill, Istanbul, Turkiye",41.0274921,29.0679744
446,446,"Eminonu Square, Стамбул 34112 Турция",Eminonu Square,4.5,857 отзывов,Культурные объекты и достопримечательности,5. Eminonu Square,"Eminonu Square, Istanbul, Turkiye",41.0174475,28.970778777226926
447,447,"Mollafenari Mh., Стамбул 34120 Турция",Corlulu Ali Pasa Medresesi,4.5,621 отзыв,Культурные объекты и достопримечательности,6. Corlulu Ali Pasa Medresesi,"Corlulu Ali Pasa Medresesi, Istanbul, Turkiye",,
448,448,"Binbirdirek Mh. Piyer Loti Cd. No: 2/1, Стамбул 34122 Турция",Serefiye Sarnici,4.5,391 отзыв,Исторические достопримечательности,7. Serefiye Sarnici,"Serefiye Sarnici, Istanbul, Turkiye",41.0074148,28.972395415166666
449,449,"Söğütlü Çeşme Cd, Стамбул 34714 Турция",Kadikoy Istanbul Boğa Meydanı,4.5,452 отзыва,Культурные объекты и достопримечательности,8. Kadikoy Istanbul Boğa Meydanı,"Kadikoy Istanbul Boğa Meydanı, Istanbul, Turkiye",41.0209912,28.7868135
450,450,"Hoca Paşa, Стамбул 34110 Турция",Sirkeci Station,4.0,362 отзыва,Культурные объекты и достопримечательности,9. Sirkeci Station,"Sirkeci Station, Istanbul, Turkiye",41.0135842,28.9769944
451,451,Подробнее,Hippodrome,4.0,861 отзыв,Культурные объекты и достопримечательности,10. Hippodrome,"Hippodrome, Istanbul, Turkiye",41.0066985,28.9766563
452,452,Посетить веб-сайт,Haydarpasa Terminal,4.5,238 отзывов,Исторические достопримечательности,11. Haydarpasa Terminal,"Haydarpasa Terminal, Istanbul, Turkiye",,
453,453,Подробнее,Tomb of Hurrem Sultan,4.5,34 отзыва,Исторические достопримечательности,12. Tomb of Hurrem Sultan,"Tomb of Hurrem Sultan, Istanbul, Turkiye",,
454,454,"Huseyinaga, Стамбул 34435 Турция",Cicek Pasaji,4.0,264 отзыва,Культурные объекты и достопримечательности,13. Cicek Pasaji,"Cicek Pasaji, Istanbul, Turkiye",41.0340997,28.9779211
455,455,"Cevdet Paşa Cd. No: 30, Стамбул 34342 Турция",Bebek Sahili,4.5,29 отзывов,Культурные объекты и достопримечательности,14. Bebek Sahili,"Bebek Sahili, Istanbul, Turkiye",41.009459696570836,28.941433240340146
456,456,"Suleymaniye Mah., Стамбул 34116 Турция",Kanuni Sultan Suleyman Turbesi,5.0,28 отзывов,Исторические достопримечательности,15. Kanuni Sultan Suleyman Turbesi,"Kanuni Sultan Suleyman Turbesi, Istanbul, Turkiye",41.0156999,28.9644663
457,457,Подробнее,Uskudar Pier,4.0,73 отзыва,Культурные объекты и достопримечательности,16. Uskudar Pier,"Uskudar Pier, Istanbul, Turkiye",41.0281402,29.0152875
458,458,"Hippodrome Square, Стамбул 34122 Турция",German Fountain,4.0,252 отзыва,Культурные объекты и достопримечательности,17. German Fountain,"German Fountain, Istanbul, Turkiye",41.007116249999996,28.976675505788535
459,459,"Nakilbent Sokak, No: 13, Стамбул 34122 Турция",Cistern Art Gallery,4.5,29 отзывов,Художественные галереи,18. Cistern Art Gallery,"Cistern Art Gallery, Istanbul, Turkiye",,
460,460,Подробнее,Sogukcesme Sokak,4.5,77 отзывов,Культурные объекты и достопримечательности,19. Sogukcesme Sokak,"Sogukcesme Sokak, Istanbul, Turkiye",41.009553249999996,28.980007794357668
461,461,Подробнее,Divanyolu Street,4.0,112 отзывов,Культурные объекты и достопримечательности,20. Divanyolu Street,"Divanyolu Street, Istanbul, Turkiye",,
462,462,,Gran Bazar,4.0,57 отзывов,Культурные объекты и достопримечательности,21. Gran Bazar,"Gran Bazar, Istanbul, Turkiye",41.01098795,28.968175837679787
463,463,Подробнее,Clock Tower Dolmabahce,4.5,79 отзывов,Исторические достопримечательности,22. Clock Tower Dolmabahce,"Clock Tower Dolmabahce, Istanbul, Turkiye",41.0376577,28.996363092567933
464,464,,Maglova Su Kemeri,5.0,11 отзывов,Исторические достопримечательности,23. Maglova Su Kemeri,"Maglova Su Kemeri, Istanbul, Turkiye",,
465,465,Подробнее,Laleli Tashan,4.5,16 отзывов,Культурные объекты и достопримечательности,24. Laleli Tashan,"Laleli Tashan, Istanbul, Turkiye",,
466,466,"Esentepe Mahallesi, Buyukdere Caddesi Gayrettepe Metro Station Exhibition Area, Стамбул 34394 Турция",Dialogue in the Dark Istanbul Sergisi,4.5,25 отзывов,Культурные объекты и достопримечательности,25. Dialogue in the Dark Istanbul Sergisi,"Dialogue in the Dark Istanbul Sergisi, Istanbul, Turkiye",,
467,467,Подробнее,Sehzade Mehmet Turbesi,4.5,10 отзывов,Исторические достопримечательности,26. Sehzade Mehmet Turbesi,"Sehzade Mehmet Turbesi, Istanbul, Turkiye",,
468,468,"Hamidiye Cad. No:2 Hobyar Mah., Стамбул 34112 Турция",Sultan I Abdulhamit Turbesi,4.5,6 отзывов,Исторические достопримечательности,27. Sultan I Abdulhamit Turbesi,"Sultan I Abdulhamit Turbesi, Istanbul, Turkiye",,
469,469,Подробнее,Milion Stone,4.0,99 отзывов,Культурные объекты и достопримечательности,28. Milion Stone,"Milion Stone, Istanbul, Turkiye",,
470,470,"Saridemir Mah. Ragip Gumuspala Cad. No: 12, Стамбул 34134 Турция",Ahi Ahmet Celebi Cami,4.5,28 отзывов,Исторические достопримечательности,29. Ahi Ahmet Celebi Cami,"Ahi Ahmet Celebi Cami, Istanbul, Turkiye",,
471,471,Подробнее,Moschea Semsi Pasha,4.5,21 отзыв,Культурные объекты и достопримечательности,30. Moschea Semsi Pasha,"Moschea Semsi Pasha, Istanbul, Turkiye",,
472,472,Подробнее,Anadolu Feneri,4.0,15 отзывов,Культурные объекты и достопримечательности,31. Anadolu Feneri,"Anadolu Feneri, Istanbul, Turkiye",41.2173967,29.1520592
473,473,"Kılıçali Paşa, Salı Pazarı Ykş. No:5 D:1, Стамбул 34425 Турция",Rainbow Stairs,3.0,23 отзыва,Культурные объекты и достопримечательности,32. Rainbow Stairs,"Rainbow Stairs, Istanbul, Turkiye",41.10679105,29.023276452071403
474,474,,Florya Sahili,3.5,5 отзывов,Культурные объекты и достопримечательности,33. Florya Sahili,"Florya Sahili, Istanbul, Turkiye",,
475,475,Подробнее,Mehmed Emin Tokadi Türbesi,4.5,5 отзывов,Культурные объекты и достопримечательности,34. Mehmed Emin Tokadi Türbesi,"Mehmed Emin Tokadi Türbesi, Istanbul, Turkiye",,
476,476,"Kennedy Cd. No:40 Sultan Ahmet Mahallesi, Стамбул 34122 Турция",Boukoleon Palace,5.0,4 отзыва,Древние руины,35. Boukoleon Palace,"Boukoleon Palace, Istanbul, Turkiye",41.002077133745125,28.978174875140862
477,477,"Söğütlü Çeşme Cd No:61 Osmanağa Mahallesi, Стамбул 34714 Турция",Kadikoy Bull Statue,4.0,12 отзывов,Культурные объекты и достопримечательности,36. Kadikoy Bull Statue,"Kadikoy Bull Statue, Istanbul, Turkiye",,
478,478,,Kanlica Meydani,5.0,3 отзыва,Культурные объекты и достопримечательности,37. Kanlica Meydani,"Kanlica Meydani, Istanbul, Turkiye",,
479,479,Позвонить,Blue Mosque Information Center,5.0,15 отзывов,Культурные объекты и достопримечательности,38. Blue Mosque Information Center,"Blue Mosque Information Center, Istanbul, Turkiye",,
480,480,"Karamandere, Стамбул 34980 Турция",Saklıgöl Tesisleri,3.0,196 отзывов,Культурные объекты и достопримечательности,39. Saklıgöl Tesisleri,"Saklıgöl Tesisleri, Istanbul, Turkiye",41.137421,29.590057
481,481,Подробнее,Beşiktaş Sahili,4.0,5 отзывов,Культурные объекты и достопримечательности,40. Beşiktaş Sahili,"Beşiktaş Sahili, Istanbul, Turkiye",,
482,482,,Merdivenli Yokuş Evleri Balat,4.0,1 отзыв,Культурные объекты и достопримечательности,41. Merdivenli Yokuş Evleri Balat,"Merdivenli Yokuş Evleri Balat, Istanbul, Turkiye",41.0313056,28.9462268
483,483,"Kennedy Cad. No: 3 Fatih, Стамбул 34112 Турция",Sepetciler Kasri,4.5,6 отзывов,Культурные объекты и достопримечательности,42. Sepetciler Kasri,"Sepetciler Kasri, Istanbul, Turkiye",41.01632085,28.981679565190184
484,484,,Tellalzade Sokak,4.0,5 отзывов,Культурные объекты и достопримечательности,43. Tellalzade Sokak,"Tellalzade Sokak, Istanbul, Turkiye",40.98939269811573,29.026006892816227
485,485,Подробнее,Sirkeci Büyük Postane,5.0,2 отзыва,Культурные объекты и достопримечательности,44. Sirkeci Büyük Postane,"Sirkeci Büyük Postane, Istanbul, Turkiye",,
486,486,,Yuksek Kaldirim,5.0,1 отзыв,Культурные объекты и достопримечательности,45. Yuksek Kaldirim,"Yuksek Kaldirim, Istanbul, Turkiye",,
487,487,"Gumruk Sokak, No: 24 Kemankes Kara Mustafa Pasa Mah., Стамбул 34425 Турция",Kemankes Kara Mustafa Pasha Mosque,4.0,2 отзыва,Культурные объекты и достопримечательности,46. Kemankes Kara Mustafa Pasha Mosque,"Kemankes Kara Mustafa Pasha Mosque, Istanbul, Turkiye",,
488,488,"Rasimpaşa, Mühendis Sarı Ali Sk. 24, Стамбул 34716 Турция",Kadıköy Street Art,4.0,1 отзыв,Культурные объекты и достопримечательности,47. Kadıköy Street Art,"Kadıköy Street Art, Istanbul, Turkiye",,
489,489,Позвонить,The Consulate General of the Arab Republic of Egypt in Istanbul,4.5,3 отзыва,Культурные объекты и достопримечательности,48. The Consulate General of the Arab Republic of Egypt in Istanbul,"The Consulate General of the Arab Republic of Egypt in Istanbul, Istanbul, Turkiye",,
490,490,,Tophane-i Amire Sancak Kulesi,4.5,6 отзывов,Культурные объекты и достопримечательности,49. Tophane-i Amire Sancak Kulesi,"Tophane-i Amire Sancak Kulesi, Istanbul, Turkiye",41.02670945,28.98288290055953
491,491,"Osmanağa Mh. Ali Suavi Sk 2-4, Стамбул 34200 Турция",Serasker Caddesi,3.5,9 отзывов,Культурные объекты и достопримечательности,50. Serasker Caddesi,"Serasker Caddesi, Istanbul, Turkiye",40.98946807724933,29.027953640676465
492,492,,Makbul Ibrahim Pasa Camii,5.0,5 отзывов,Культурные объекты и достопримечательности,51. Makbul Ibrahim Pasa Camii,"Makbul Ibrahim Pasa Camii, Istanbul, Turkiye",41.02229415,28.97155459569584
493,493,"Abide-i Hurriyet Cd No:108 D:114, Стамбул 34381 Турция",Sisli Mosque,5.0,2 отзыва,Культурные объекты и достопримечательности,52. Sisli Mosque,"Sisli Mosque, Istanbul, Turkiye",41.0626456,28.986184
494,494,Подробнее,Taksim Maksemi,4.0,5 отзывов,Культурные объекты и достопримечательности,53. Taksim Maksemi,"Taksim Maksemi, Istanbul, Turkiye",,
495,495,"Sancaktar Ykş. No:8, Стамбул 34087 Турция",Balat Colored Stairs,2.0,2 отзыва,Культурные объекты и достопримечательности,54. Balat Colored Stairs,"Balat Colored Stairs, Istanbul, Turkiye",,
496,496,"Felek Sokak No.1 Bereketzade Mahallesi, Стамбул 34421 Турция",Kamondo House Ruins,4.0,1 отзыв,Исторические достопримечательности,55. Kamondo House Ruins,"Kamondo House Ruins, Istanbul, Turkiye",,
497,497,"Kuyumcu Tahir Sok No.6 Azapkapi, Стамбул 34421 Турция",Galata Bedesten,4.5,2 отзыва,Культурные объекты и достопримечательности,56. Galata Bedesten,"Galata Bedesten, Istanbul, Turkiye",,
498,498,,Column of the Goths,4.5,7 отзывов,Культурные объекты и достопримечательности,57. Column of the Goths,"Column of the Goths, Istanbul, Turkiye",41.0146409,28.9856774
499,499,"Bahçeköy / Doğanbey Cd., Стамбул 34473 Турция",Bahçeköy Sultan Mahmut Su Kemeri,4.5,2 отзыва,Исторические достопримечательности,58. Bahçeköy Sultan Mahmut Su Kemeri,"Bahçeköy Sultan Mahmut Su Kemeri, Istanbul, Turkiye",,
500,500,Подробнее,Mahmut Sevket Pasa Konagi,,,Культурные объекты и достопримечательности,59. Mahmut Sevket Pasa Konagi,"Mahmut Sevket Pasa Konagi, Istanbul, Turkiye",,
501,501,"Özbek Süleyman efendisokağı, Стамбул 34096 Турция",Molla Gürani Türbesi,5.0,1 отзыв,Культурные объекты и достопримечательности,60. Molla Gürani Türbesi,"Molla Gürani Türbesi, Istanbul, Turkiye",41.0110693,28.9418324
502,502,"Mollafenari, Yeniceriler Cd. No:50 Fatih, Стамбул 34120 Турция",Corlulu Ali Pasha Mosque,4.5,2 отзыва,Культурные объекты и достопримечательности,61. Corlulu Ali Pasha Mosque,"Corlulu Ali Pasha Mosque, Istanbul, Turkiye",,
503,503,"Kemankes Karamustafa Pasa, Hoca Tahsin Sok No.12, Стамбул 34425 Турция",Aya Nikola Church,4.0,1 отзыв,Культурные объекты и достопримечательности,62. Aya Nikola Church,"Aya Nikola Church, Istanbul, Turkiye",40.854791950000006,29.123552937085066
504,504,"Kemankes Karamustafa Pasa, Havyar Hanici Sk., Стамбул 34425 Турция",Karakoy Palace,,,Культурные объекты и достопримечательности,63. Karakoy Palace,"Karakoy Palace, Istanbul, Turkiye",,
505,505,,Tophane Meydan Cesmesi,4.5,5 отзывов,Культурные объекты и достопримечательности,64. Tophane Meydan Cesmesi,"Tophane Meydan Cesmesi, Istanbul, Turkiye",,
506,506,Подробнее,Tomb Of Enrico Dandolo,,,Исторические достопримечательности,65. Tomb Of Enrico Dandolo,"Tomb Of Enrico Dandolo, Istanbul, Turkiye",,
507,507,Посетить веб-сайт,Hybrid,5.0,2 отзыва,Культурные объекты и достопримечательности,66. Hybrid,"Hybrid, Istanbul, Turkiye",41.039878,28.4290646
508,508,Подробнее,Barbaros Monument,4.5,3 отзыва,Культурные объекты и достопримечательности,67. Barbaros Monument,"Barbaros Monument, Istanbul, Turkiye",41.0419227,29.0068359
509,509,"Ataturk Blv No.21 Cibali Mah, Стамбул 34083 Турция",Zeyrek Sarnıcı,3.0,1 отзыв,Исторические достопримечательности,68. Zeyrek Sarnıcı,"Zeyrek Sarnıcı, Istanbul, Turkiye",41.0202268,28.9579069
510,510,,Uskudar Meydan Cesmesi,4.5,3 отзыва,Культурные объекты и достопримечательности,69. Uskudar Meydan Cesmesi,"Uskudar Meydan Cesmesi, Istanbul, Turkiye",,
511,511,"Kart Cinar Sokak No.6 Bereketzade Mahallesi, Стамбул ３４４２１ Турция",Ceneviz Sarayı,4.0,2 отзыва,Исторические достопримечательности,70. Ceneviz Sarayı,"Ceneviz Sarayı, Istanbul, Turkiye",41.02449405,28.972897340273775
512,512,"Eski Banka Sok No.5 Bereketzade Mah., Стамбул 34421 Турция",St. Pierre Han,4.0,2 отзыва,Культурные объекты и достопримечательности,71. St. Pierre Han,"St. Pierre Han, Istanbul, Turkiye",,
513,513,Позвонить,Filizli Mansion,4.0,2 отзыва,Культурные объекты и достопримечательности,72. Filizli Mansion,"Filizli Mansion, Istanbul, Turkiye",,
514,514,"Mimar Sinan Carsisi Uskudar, Стамбул 34664 Турция",Mimar Sinan Bazaar,5.0,1 отзыв,Культурные объекты и достопримечательности,73. Mimar Sinan Bazaar,"Mimar Sinan Bazaar, Istanbul, Turkiye",41.0237969,29.01605862467876
515,515,"Firin Sk. No:4 Yali Mahallesi, Стамбул 34844 Турция",Maltepe Belediyesi Bescesmeler Parki,4.0,1 отзыв,Культурные объекты и достопримечательности,74. Maltepe Belediyesi Bescesmeler Parki,"Maltepe Belediyesi Bescesmeler Parki, Istanbul, Turkiye",40.9213647,29.1292542
516,516,Подробнее,Murakip Sokak,,,Культурные объекты и достопримечательности,75. Murakip Sokak,"Murakip Sokak, Istanbul, Turkiye",41.00151237569629,28.53018846125893
517,517,"Fatih Mh. Antalya Cad. Besiroglu Sk. No. 32 Sultanbeyli, Стамбул 34920 Турция",Sultanbeyli Golet Sosyal Tesisleri,4.0,1 отзыв,Культурные объекты и достопримечательности,76. Sultanbeyli Golet Sosyal Tesisleri,"Sultanbeyli Golet Sosyal Tesisleri, Istanbul, Turkiye",,
518,518,Подробнее,Simkeshane,3.5,2 отзыва,Исторические достопримечательности,77. Simkeshane,"Simkeshane, Istanbul, Turkiye",41.009199499999994,28.962293642873938
519,519,"Rüstem Paşa, Yeni Cami Cd., Стамбул 34116 Турция",Manifaturacı Draper Anıtı,4.0,1 отзыв,Культурные объекты и достопримечательности,78. Manifaturacı Draper Anıtı,"Manifaturacı Draper Anıtı, Istanbul, Turkiye",,
520,520,Посетить веб-сайт,Isbek,4.5,3 отзыва,Культурные объекты и достопримечательности,79. Isbek,"Isbek, Istanbul, Turkiye",,
521,521,"Bahçelievler Adnan Kahveci Bulvarı, Стамбул 34180 Турция",GS UEFA Kupası Anıtı Bahcelievler,4.0,1 отзыв,Культурные объекты и достопримечательности,80. GS UEFA Kupası Anıtı Bahcelievler,"GS UEFA Kupası Anıtı Bahcelievler, Istanbul, Turkiye",41.000106450000004,28.85977121681382
522,522,"Hoca Pasa, Istasyon Arkasi Sk. No:37 Fatih, Стамбул 34110 Турция",Merzifonlu Kara Mustafapasa Camii,4.5,2 отзыва,Культурные объекты и достопримечательности,81. Merzifonlu Kara Mustafapasa Camii,"Merzifonlu Kara Mustafapasa Camii, Istanbul, Turkiye",,
523,523,"Feshane Cad. No.8 Eyup Merkez, Стамбул 34050 Турция",Ferhat Pasa Turbesi,4.0,1 отзыв,Культурные объекты и достопримечательности,82. Ferhat Pasa Turbesi,"Ferhat Pasa Turbesi, Istanbul, Turkiye",41.0473446,28.935311618006907
524,524,"Kumluk Sokak, No: 1 Fatih, Sehsuvar Bey Mahallesi, Стамбул 34126 Турция",Behram Cavus Camii,4.0,2 отзыва,Культурные объекты и достопримечательности,83. Behram Cavus Camii,"Behram Cavus Camii, Istanbul, Turkiye",,
525,525,"19 Mayıs mahallesi / Büyükçekmece, Стамбул 34500 Турция",100. yıl çanakkale şehitleri ve Atatürk Anıtı,5.0,2 отзыва,Культурные объекты и достопримечательности,84. 100. yıl çanakkale şehitleri ve Atatürk Anıtı,"100. yıl çanakkale şehitleri ve Atatürk Anıtı, Istanbul, Turkiye",41.0224834,28.5818267
526,526,"Yalıkosku Caddesi, No: 3 Hobyar Mahallesi, Стамбул 34112 Турция",Hidayet Mosque,4.0,2 отзыва,Культурные объекты и достопримечательности,85. Hidayet Mosque,"Hidayet Mosque, Istanbul, Turkiye",41.010591500000004,29.109256076241827
